,IMDb-rating,appropriate_for,director,downloads,id,industry,language,posted_date,release_date,run_time,storyline,title,views,writer
14279,2.5,Unrated,Jitendra Pawar,"13,797",111130,Bollywood / Indian,Hindi,"08 Nov, 2014",Aug 28 2014,113,,Trip To Bhangarh,"48,391",Jitendra Pawar
14280,6.2,R,,"8,996",110999,Hollywood / English,English,"07 Nov, 2014",Nov 06 2014,95 min,"Two codependent best friends - one straight girl, one lesbian - and the man who comes between them.",Life Partners,"28,894",
14281,4.3,,David Hewlett,"2,921",110998,Hollywood / English,English,"07 Nov, 2014",Oct 09 2014,1h 26min,"Six young computer hackers sent to work on a derelict space freighter, 
are forced to match wits with a vengeful artificial intelligence that 
would kill to be human.",Debug,"15,496",David Hewlett
14282,2.5,TV-14,Alessandro Capone,"6,795",110997,Hollywood / English,English,"07 Nov, 2014",Jul 24 2014,89,"The year is 2047. Our planet is ruled by the repressive Confederate Central Government (CCG). Ryan is a Green War rebel agent sent on a mission by Sponge (Danny Glover) to collect evidence against the CCG for its heinous crimes. Ryan soon faces the sinister Colonel Asimov, Major Anderson and a group of mercenaries lead by Lobo. Ryan's mission quickly turns chaotic when he meets Tuage, a mutant survivor of the CCG rebellion who swears to help Ryan save what is left of their world - or does she?",2047 - Sights of Death,"29,636","Tommaso Agnese, Luca D'Alisera"
14283,6.6,PG-13,Michael Berry,"2,140",102936,Hollywood / English,English,"09 Aug, 2014",Jul 31 2014,,"A former Arizona sheriff's wife is killed while riding on their ranch 
property. It would appear a Mexican man illegally crossing into the US 
is at fault. As the former and the current sheriff search for answers, 
lives are changed forever.",Frontera,"13,696","Michael Berry, Louis Moulinet"
14284,5,PG-13,Steve Shill,"20,799",425,Hollywood / English,English,"18 Apr, 2009",Apr 18 2009,108,"Derek Charles is a hard working man, employed as a asset manager in a private company. He is very happy with his beautiful wife, Sharon, and only son, and because of his hard work he just got a huge promotion. But suddenly he gets a temporary worker who is both attractive and smart, and Derek is understandably impressed with her and also finds himself physically drawn to her. However, this new girl is desperate to get close to him - at any cost.",Obsessed,"65,736",David Loughery
14285,4.5,G,"Ben Stassen, Mimi Maynard","9,617",110996,Anime / Kids,English,"07 Nov, 2014",Jan 30 2008,84,"In the Kennedy days, all the States buzz about the Apollo moon program, even the bugs. Grandpa fly keeps 'inspiring' his grandson and two mates, a nerd and a glutton, with heroic stories. New they decide to get in on the action at Cape Canaveral via an astronaut's bred box. Grandpa also gets involved. There's also an evil Soviet Russian fly to with.",Fly Me to the Moon,"28,251",Domonic Paris
14286,6.2,Not Rated,Kaushik Ghatak,"28,834",92829,Bollywood / Indian,Hindi,"27 Apr, 2014",Apr 24 2014,125,"A young, beautiful and rich girl, Dimpy Singh (Madalsa Sharma), approaches Samrat Tilakdhari (Rajeev Khandelwal), a private investigator, with a strange case. How will Samrat unfold the...A young, beautiful and rich girl,",Samrat & Co.,"95,745","Kaushik Ghatak, Manish Shrivastav, Sanjay Masoom"
14287,4.5,Not Rated,Fabien Garcia,"10,376",110883,Hollywood / English,English,"06 Nov, 2014",Nov 03 2014,110,"When a team of Shaolin-trained kung fu actors is about to get their break in Hollywood, a mysterious and sadistic Director forces them to run a gauntlet through Los Angeles. The Director films their every move as they prove their prowess by provoking a rogues' gallery of underworld thugs and martial artists.",Die Fighting,"32,919",Fabien Garcia
14288,2.6,,Daniel B. Iske,"9,885",110882,Hollywood / English,English,"06 Nov, 2014",Sep 10 2014,84,"Seven friends find themselves on an isolated farm. Here, they discover 
an ancient book, which summons demons from the surrounding woods. Now, 
these friends will have to find a way out of the fields, if they want to
 survive.",Fields of the Dead,"32,923",Scott Coleman
14289,4.6,R,Jeff Chan,"8,035",110881,Hollywood / English,English,"06 Nov, 2014",Oct 21 2014,87,"As Grace heads off to college and experiences a lifestyle far different than the one she had brought up under her grandmother's strict hand, she begins a traumatic downward spiral that threatens her sanity. The  she explores the true nature of her nightmares and black outs, the  it becomes clear that an outside, supernatural force is responsible.",Grace (Grace The Possession),"30,165","Jeff Chan, Chris Pare, Peter Huang"
14290,7.7,,Rajiv Chilaka,"35,990",110880,Anime / Kids,"English,Hindi,Telugu,Tamil","06 Nov, 2014",Jan 01 1970,65,"A huge bird swoops down and kidnaps Princess Indumati. The army's scoured the whole area and the neighboring kingdoms but there's no trace of Princess Indumati. The only thing Bheem finds was strange bird-feathers from the land of Incas. Bheem and team starts searching in the forests of Mexico where Dholu-Bholu fall off into a river. Bheem and others jump in to save them but are soon carried off by the rivers currents to the shores of a desolate valley. The valley is covered with heaps and heaps of ashes all around one such mound lie near the princess bangles. The sun rises and the mounds of ashes takes the shape of humans. The Incas where they meet Princess Indumati. The Inca chief Ixaba explains with the totem pole which was source of unlimited power, such as Rouran One day one of their own traded the totem to Rouran but as soon as Rouran touched the totem pole.... the monkeys attacked Rouran. Monkeys were angered for not having protected them and on the audacity of Rouran for ...",Chhota Bheem in the Incan Adventure,"83,093",Rajiv Chilaka
14291,6,Not Rated,Satish Kaushik,"10,795",110879,Bollywood / Indian,Hindi,"06 Nov, 2014",Jan 07 2005,122,"Rahul and Puja are married and totally devoted to each other. One day they meet with a terrible accident and Rahul loses his eyesight. On a business trip abroad Rahul meets a friend Karan. Impressed by his dynamism and business acumen, Rahul asks him to join his business. They return to India and Puja is stunned to see her husband with her friend Karan. Rahul's love for Puja is blind and unquestioning. Karan's love for Puja is obsessive and uncontrollable. Puja is trapped between a blind husband and a sighted lover.",Vaada,"28,398",Rumi Jaffery
14292,6.6,TV-14,Simone Stock,766,371877,Hollywood / English,English,"15 Feb, 2023",Feb 11 2023,88,It follows Kara Robinson as she survives an abduction and ultimately brings down a serial killer.,The Girl Who Escaped: The Kara Robinson Story,"7,802",Haley Harris
14293,8.1,,Venky Atluri,"2,203",372090,Tollywood,Hindi,"20 Feb, 2023",Feb 17 2023,139,The life of a young man and his struggles against the privatization of education.,Vaathi,"7,299",Venky Atluri
14294,5.5,,Nadira Amrani,378,371671,Hollywood / English,English,"10 Feb, 2023",Feb 07 2023,,"Bold
 and authentic drama set at an elite school where the lines of sexual 
consent are dangerously blurred. When a serious accusation is made 
against 'one of their own', how will the school react?",Consent,"4,395",Emma Dennis-Edwards
14295,,,,"1,782",371740,Wrestling,English,"13 Feb, 2023",Feb 10 2023,,,WWE Smackdown 2023-02-10,"4,866",
14296,5,,Lindsay Hartley,466,371936,Hollywood / English,English,"16 Feb, 2023",Jan 29 2023,,"When
 a woman is attacked in her short term rental, the company's Clean-Up 
Team steps in to help her pick up the pieces. But she soon finds that 
they might not be who they say they are.",Vacation Home Nightmare,"5,892",John F. Hayes
14297,7.1,R,Elegance Bratton,472,371991,Hollywood / English,English,"17 Feb, 2023",Dec 02 2022,95,"A
 young, gay Black man, rejected by his mother and with few options for 
his future, decides to join the Marines, doing whatever it takes to 
succeed in a system that would cast him aside.",The Inspection,"5,963",Elegance Bratton
14298,4.8,R,John Swab,418,372092,Hollywood / English,English,"20 Feb, 2023",Jan 28 2023,105,"Doc
 facilitates a fragile truce between the Governor and Cartel, trading 
prosecutorial leniency for finance. With no more truce, Doc is left to 
fend for himself and protect the one untainted thing in his life: his 
daughter, Little Dixie.",Little Dixie,"4,065",John Swab
14299,8.8,,Xavier Manrique,75,371744,Hollywood / English,English,"13 Feb, 2023",Feb 03 2023,101,"Follows
 a New York City family hiding out in the Hamptons whose bubble is 
popped when a Bloody Mary-swilling, pot-smoking 'Charlie' comes to bring
 a lifetime of hurt that might heal them all.",Who Invited Charlie?,"2,009",Nicholas Schutt
14300,6.4,Not Rated,Harmesh Malhotra,"16,544",110878,Bollywood / Indian,Hindi,"06 Nov, 2014",Jan 01 1970,137,"Rajiv comes from a very wealthy family, and lives in a palatial home with his mother, who would like him to get married to a beautiful young woman named Vijaya Singh, the only daughter of Thakur Ajay Singh. But Rajiv is in love with a woman named Rajni, who is an orphan and has no family background. When Rajiv mentions this to his mother, she opposes this marriage, but relents when she meets with Rajni and sees that she is a indeed a beautiful woman. Both get married and live harmoniously for quite some time - until the arrival of Bhairo Nnath a religious man, who is capable of controlling snakes. He informs Rajiv's mom that the woman, Rajni, is a shape-shifting venomous snake who has married Rajiv to avenge the death of her spouse years ago when Rajiv was a child. What Rajiv's mom does not know that Bhairavnath has a secret agenda in entrapping Rajni, a secret - the knowledge of which will shatter and change their lives forever. This movie to be followed by a sequel called ""Nigahen: ...",Nagina,"33,213","Jagmohan Kapoor, Ravi Kapoor, Achala Nagar"
14301,5.2,Not Rated,"S. Deepak, Deepak S. Shivdasani","17,066",110877,Bollywood / Indian,Hindi,"06 Nov, 2014",Aug 02 1996,156,"Sunil lives a poor life-style with his mom and sister. His passion is to pilot plane and he goes for training to become a successful pilot, but in the process he got himself entangled in a drug deal which changes his entire concept of life and engulfs his loved ones forever.",Krishna,"45,724","Tinnu Anand, Santosh Saroj"
14302,3.6,,,"7,725",110876,Bollywood / Indian,Hindi,"06 Nov, 2014",Aug 19 1994,,"Shyam lives a wealthy lifestyle in London, England, and is considered one of the ten richest people in the world. His father, S.K. Malhotra, was killed, and his mother identified his killer, but before this person could be apprehended, she, herself passes away, but not before asking Shyam to return to India and get married to a beautiful girl. Shyam does return to India, and once there does meet the girl, Radha, of his dreams, but does not know that Radha is a mere pawn in the hands of a group of people, including his father's killer, who are after his wealth and estate, and will do anything in their power to obtain it.",Chaand Kaa Tukdaa,"22,680",
14303,6.4,,Partho Ghosh,"9,392",110875,Bollywood / Indian,Hindi,"06 Nov, 2014",Jan 01 1970,161,"Devi is gifted with Extra Sensory Perception (ESP). Her gift comes to light one day while playing tennis with her friend, Sudha, when she has a vision of her sister, Rama, being shot to death by a man in a black raincoat. She telephones Rama, finds she is safe and is relieved. Shortly thereafter Rama disappears, the police are notified, but are unable to find any trace of her. Devi then meets multi-millionaire, Ram Kumar, both fall in love and get married. She moves into his once abandoned and legally disputed bungalow, and that's when she starts having visions again. These visions lead her to a wall that is loosely plastered. She breaks down the wall with a pick-axe and finds a skeleton of a woman, who is later identified as Rama. Now having come to know that her premonitions are  or less accurate, Devi starts to have another vision - this time of a woman being stabbed by a bald man. Together with Ram and her friend, Sunil, Devi attempts to unearth the truth, which can be found ...",100 Days,"37,753","Bhushan Banmali, Devjyoti Roy"
